Code,ICD-9 Code,Description,HCUP CCS Classification,HCC Category,CCW Classification,CDPS Classification
331,01576,TB of bone NEC-oth test,Tuberculosis,,,"Pulmonary, Super Low"
332,00158,TB of joint NEC-unspec,Tuberculosis,,,"Pulmonary, Super Low"
333,01581,TB of joint NEC-no exam,Tuberculosis,,,"Pulmonary, Super Low"
334,01582,TB joint NEC-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
335,01583,TB of joint NEC-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
336,01584,TB of joint NEC-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
337,01585,TB of joint NEC-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
338,01586,TB of joint NEC-oth test,Tuberculosis,,,"Pulmonary, Super Low"
339,00159,TB bone/joint NOS-unspec,Tuberculosis,,,"Pulmonary, Super Low"
340,01591,TB bone/jt NOS-no exam,Tuberculosis,,,"Pulmonary, Super Low"
341,01592,TB bone/jt NOS-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
342,01593,TB bone/jt NOS-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
343,01594,TB bone/jt NOS-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
344,01595,TB bone/jt NOS-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
345,01596,TB bone/jt NOS-oth test,Tuberculosis,,,"Pulmonary, Super Low"
346,00160,TB of kidney-unspec,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
347,01601,TB of kidney-no exam,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
348,01602,TB of kidney-exam unkn,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
349,01603,TB of kidney-micro dx,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
350,01604,TB of kidney-cult dx,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
351,01605,TB of kidney-histo dx,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
352,01606,TB of kidney-oth test,Tuberculosis,,Kidney Diseas,"Pulmonary, Super Low"
353,00161,TB of bladder-unspec,Tuberculosis,,,"Pulmonary, Super Low"
354,01611,TB of bladder-no exam,Tuberculosis,,,"Pulmonary, Super Low"
355,01612,TB of bladder-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
356,01613,TB of bladder-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
357,01614,TB of bladder-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
358,01615,TB of bladder-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
359,01616,TB of bladder-oth test,Tuberculosis,,,"Pulmonary, Super Low"
360,00162,TB of ureter-unspec,Tuberculosis,,,"Pulmonary, Super Low"
361,01621,TB of ureter-no exam,Tuberculosis,,,"Pulmonary, Super Low"
362,01622,TB of ureter-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
363,01623,TB of ureter-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
364,01624,TB of ureter-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
365,01625,TB of ureter-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
366,01626,TB of ureter-oth test,Tuberculosis,,,"Pulmonary, Super Low"
367,00163,TB urinary NEC-unspec,Tuberculosis,,,"Pulmonary, Super Low"
368,01631,TB urinary NEC-no exam,Tuberculosis,,,"Pulmonary, Super Low"
369,01632,TB urinary NEC-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
370,01633,TB urinary NEC-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
371,01634,TB urinary NEC-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
372,01635,TB urinary NEC-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
373,01636,TB urinary NEC-oth test,Tuberculosis,,,"Pulmonary, Super Low"
374,00164,TB epididymis-unspec,Tuberculosis,,,"Pulmonary, Super Low"
375,01641,TB epididymis-no exam,Tuberculosis,,,"Pulmonary, Super Low"
376,01642,TB epididymis-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
377,01643,TB epididymis-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
378,01644,TB epididymis-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
379,01645,TB epididymis-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
380,01646,TB epididymis-oth test,Tuberculosis,,,"Pulmonary, Super Low"
381,00165,TB male genit NEC-unspec,Tuberculosis,,,"Pulmonary, Super Low"
382,01651,TB male gen NEC-no exam,Tuberculosis,,,"Pulmonary, Super Low"
383,01652,TB male gen NEC-ex unkn,Tuberculosis,,,"Pulmonary, Super Low"
384,01653,TB male gen NEC-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
385,01654,TB male gen NEC-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
386,01655,TB male gen NEC-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
387,01656,TB male gen NEC-oth test,Tuberculosis,,,"Pulmonary, Super Low"
388,00166,TB ovary & tube-unspec,Tuberculosis,,,"Pulmonary, Super Low"
389,01661,TB ovary & tube-no exam,Tuberculosis,,,"Pulmonary, Super Low"
390,01662,TB ovary/tube-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
391,01663,TB ovary & tube-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
392,01664,TB ovary & tube-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
393,01665,TB ovary & tube-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
394,01666,TB ovary & tube-oth test,Tuberculosis,,,"Pulmonary, Super Low"
395,00167,TB female gen NEC-unspec,Tuberculosis,,,"Pulmonary, Super Low"
396,01671,TB fem gen NEC-no exam,Tuberculosis,,,"Pulmonary, Super Low"
397,01672,TB fem gen NEC-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
398,01673,TB fem gen NEC-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
399,01674,TB fem gen NEC-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
400,01675,TB fem gen NEC-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
401,01676,TB fem gen NEC-oth test,Tuberculosis,,,"Pulmonary, Super Low"
402,00169,Gu TB NOS-unspec,Tuberculosis,,,"Pulmonary, Super Low"
403,01691,Gu TB NOS-no exam,Tuberculosis,,,"Pulmonary, Super Low"
404,01692,Gu TB NOS-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
405,01693,Gu TB NOS-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
406,01694,Gu TB NOS-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
407,01695,Gu TB NOS-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
408,01696,Gu TB NOS-oth test,Tuberculosis,,,"Pulmonary, Super Low"
409,00170,TB skin/subcutan-unspec,Tuberculosis,,,"Pulmonary, Super Low"
410,01701,TB skin/subcut-no exam,Tuberculosis,,,"Pulmonary, Super Low"
411,01702,TB skin/subcut-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
412,01703,TB skin/subcut-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
413,01704,TB skin/subcut-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
414,01705,TB skin/subcut-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
415,01706,TB skin/subcut-oth test,Tuberculosis,,,"Pulmonary, Super Low"
416,00171,Erythema nodos tb-unspec,Tuberculosis,,,"Pulmonary, Super Low"
417,01711,Erythem nodos tb-no exam,Tuberculosis,,,"Pulmonary, Super Low"
418,01712,Erythem nod tb-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
419,01713,Erythem nod tb-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
420,01714,Erythem nodos tb-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
421,01715,Erythem nod tb-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
422,01716,Erythem nod tb-oth test,Tuberculosis,,,"Pulmonary, Super Low"
423,00172,TB periph lymph-unspec,Tuberculosis,,,"Pulmonary, Super Low"
424,01721,TB periph lymph-no exam,Tuberculosis,,,"Pulmonary, Super Low"
425,01722,TB periph lymph-exam unk,Tuberculosis,,,"Pulmonary, Super Low"
426,01723,TB periph lymph-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
427,01724,TB periph lymph-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
428,01725,TB periph lymph-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
429,01726,TB periph lymph-oth test,Tuberculosis,,,"Pulmonary, Super Low"
430,00173,TB of eye-unspec,Tuberculosis,,,"Pulmonary, Super Low"
431,01731,TB of eye-no exam,Tuberculosis,,,"Pulmonary, Super Low"
432,01732,TB of eye-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
433,01733,TB of eye-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
434,01734,TB of eye-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
435,01735,TB of eye-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
436,01736,TB of eye-oth test,Tuberculosis,,,"Pulmonary, Super Low"
437,00174,TB of ear-unspec,Tuberculosis,,,"Pulmonary, Super Low"
438,01741,TB of ear-no exam,Tuberculosis,,,"Pulmonary, Super Low"
439,01742,TB of ear-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
440,01743,TB of ear-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
441,01744,TB of ear-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
442,01745,TB of ear-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
443,01746,TB of ear-oth test,Tuberculosis,,,"Pulmonary, Super Low"
444,00175,TB of thyroid-unspec,Tuberculosis,,,"Pulmonary, Super Low"
445,01751,TB of thyroid-no exam,Tuberculosis,,,"Pulmonary, Super Low"
446,01752,TB of thyroid-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
447,01753,TB of thyroid-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
448,01754,TB of thyroid-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
449,01755,TB of thyroid-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
450,01756,TB of thyroid-oth test,Tuberculosis,,,"Pulmonary, Super Low"
451,00176,TB of adrenal-unspec,Tuberculosis,,,"Pulmonary, Super Low"
452,01761,TB of adrenal-no exam,Tuberculosis,,,"Pulmonary, Super Low"
453,01762,TB of adrenal-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
454,01763,TB of adrenal-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
455,01764,TB of adrenal-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
456,01765,TB of adrenal-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
457,01766,TB of adrenal-oth test,Tuberculosis,,,"Pulmonary, Super Low"
458,00177,TB of spleen-unspec,Tuberculosis,,,"Pulmonary, Super Low"
459,01771,TB of spleen-no exam,Tuberculosis,,,"Pulmonary, Super Low"
460,01772,TB of spleen-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
461,01773,TB of spleen-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
462,01774,TB of spleen-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
463,01775,TB of spleen-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
464,01776,TB of spleen-oth test,Tuberculosis,,,"Pulmonary, Super Low"
465,00178,TB esophagus-unspec,Tuberculosis,,,"Pulmonary, Super Low"
466,01781,TB esophagus-no exam,Tuberculosis,,,"Pulmonary, Super Low"
467,01782,TB esophagus-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
468,01783,TB esophagus-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
469,01784,TB esophagus-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
470,01785,TB esophagus-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
471,01786,TB esophagus-oth test,Tuberculosis,,,"Pulmonary, Super Low"
472,00179,TB of organ NEC-unspec,Tuberculosis,,,"Pulmonary, Super Low"
473,01791,TB of organ NEC-no exam,Tuberculosis,,,"Pulmonary, Super Low"
474,01792,TB organ NEC-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
475,01793,TB of organ NEC-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
476,01794,TB of organ NEC-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
477,01795,TB of organ NEC-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
478,01796,TB of organ NEC-oth test,Tuberculosis,,,"Pulmonary, Super Low"
479,00180,Acute miliary tb-unspec,Tuberculosis,,,"Pulmonary, Super Low"
480,01801,Acute miliary tb-no exam,Tuberculosis,,,"Pulmonary, Super Low"
481,01802,Ac miliary tb-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
482,01803,Ac miliary tb-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
483,01804,Acute miliary tb-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
484,01805,Ac miliary tb-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
485,01806,Ac miliary tb-oth test,Tuberculosis,,,"Pulmonary, Super Low"
486,00188,Miliary TB NEC-unspec,Tuberculosis,,,"Pulmonary, Super Low"
487,01881,Miliary TB NEC-no exam,Tuberculosis,,,"Pulmonary, Super Low"
488,01882,Miliary TB NEC-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
489,01883,Miliary TB NEC-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
490,01884,Miliary TB NEC-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
491,01885,Miliary TB NEC-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
492,01886,Miliary TB NEC-oth test,Tuberculosis,,,"Pulmonary, Super Low"
493,00189,Miliary TB NOS-unspec,Tuberculosis,,,"Pulmonary, Super Low"
494,01891,Miliary TB NOS-no exam,Tuberculosis,,,"Pulmonary, Super Low"
495,01892,Miliary TB NOS-exam unkn,Tuberculosis,,,"Pulmonary, Super Low"
496,01893,Miliary TB NOS-micro dx,Tuberculosis,,,"Pulmonary, Super Low"
497,01894,Miliary TB NOS-cult dx,Tuberculosis,,,"Pulmonary, Super Low"
498,01895,Miliary TB NOS-histo dx,Tuberculosis,,,"Pulmonary, Super Low"
499,01896,Miliary TB NOS-oth test,Tuberculosis,,,"Pulmonary, Super Low"
500,200,Bubonic plague,Oth bact inf,,,"Infectious Disease, Medium"
501,201,Cellulocutaneous plague,Skin infectn,,,"Infectious Disease, Medium"
502,202,Septicemic plague,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
503,203,Primary pneumonic plague,Pneumonia,"HCC112 Pneumococcal Pneumonia, Empyema, Lung Abscess",,"Infectious Disease, Medium"
504,204,Secondary pneumon plague,Pneumonia,"HCC112 Pneumococcal Pneumonia, Empyema, Lung Abscess",,"Infectious Disease, Medium"
505,205,Pneumonic plague NOS,Pneumonia,"HCC112 Pneumococcal Pneumonia, Empyema, Lung Abscess",,"Infectious Disease, Medium"
506,208,Other types of plague,Oth bact inf,,,"Infectious Disease, Medium"
507,209,Plague NOS,Oth bact inf,,,"Infectious Disease, Medium"
508,210,Ulceroglandul tularemia,Skin infectn,,,"Infectious Disease, Medium"
509,211,Enteric tularemia,Intest infct,,,"Infectious Disease, Medium"
510,212,Pulmonary tularemia,Pneumonia,"HCC112 Pneumococcal Pneumonia, Empyema, Lung Abscess",,"Infectious Disease, Medium"
511,213,Oculoglandular tularemia,Eye infectn,,,"Infectious Disease, Medium"
512,218,Tularemia NEC,Oth bact inf,,,"Infectious Disease, Medium"
513,219,Tularemia NOS,Oth bact inf,,,"Infectious Disease, Medium"
514,220,Cutaneous anthrax,Skin infectn,,,"Infectious Disease, Medium"
515,221,Pulmonary anthrax,Pneumonia,"HCC112 Pneumococcal Pneumonia, Empyema, Lung Abscess",,"Infectious Disease, Medium"
516,222,Gastrointestinal anthrax,Intest infct,,,"Infectious Disease, Medium"
517,223,Anthrax septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
518,228,Other anthrax manifest,Oth bact inf,,,"Infectious Disease, Medium"
519,229,Anthrax NOS,Oth bact inf,,,"Infectious Disease, Medium"
520,230,Brucella melitensis,Oth bact inf,,,"Infectious Disease, Medium"
521,231,Brucella abortus,Oth bact inf,,,"Infectious Disease, Medium"
522,232,Brucella suis,Oth bact inf,,,"Infectious Disease, Medium"
523,233,Brucella canis,Oth bact inf,,,"Infectious Disease, Medium"
524,238,Brucellosis NEC,Oth bact inf,,,"Infectious Disease, Medium"
525,239,Brucellosis NOS,Oth bact inf,,,"Infectious Disease, Medium"
526,24,Glanders,Oth bact inf,,,"Infectious Disease, Medium"
527,25,Melioidosis,Oth bact inf,,,"Infectious Disease, Medium"
528,260,Spirillary fever,Oth bact inf,,,"Infectious Disease, Medium"
529,261,Streptobacillary fever,Infect arth,,,"Infectious Disease, Medium"
530,269,Rat-bite fever NOS,Oth bact inf,,,"Infectious Disease, Medium"
531,270,Listeriosis,Oth bact inf,,,"Infectious Disease, Medium"
532,271,Erysipelothrix infection,Oth bact inf,,,"Infectious Disease, Medium"
533,272,Pasteurellosis,Oth bact inf,,,"Infectious Disease, Medium"
534,278,Zoonotic bact dis NEC,Oth bact inf,,,"Infectious Disease, Medium"
535,279,Zoonotic bact dis NOS,Oth bact inf,,,"Infectious Disease, Medium"
536,300,Lepromatous leprosy,Oth bact inf,,,"Infectious Disease, Medium"
537,301,Tuberculoid leprosy,Oth bact inf,,,"Infectious Disease, Medium"
538,302,Indeterminate leprosy,Oth bact inf,,,"Infectious Disease, Medium"
539,303,Borderline leprosy,Oth bact inf,,,"Infectious Disease, Medium"
540,308,Leprosy NEC,Oth bact inf,,,"Infectious Disease, Medium"
541,309,Leprosy NOS,Oth bact inf,,,"Infectious Disease, Medium"
542,310,Pulmonary mycobacteria,Pneumonia,HCC5 Opportunistic Infections,,"Infectious Disease, Medium"
543,311,Cutaneous mycobacteria,Skin infectn,,,"Infectious Disease, Medium"
544,312,DMAC bacteremia,Oth bact inf,HCC5 Opportunistic Infections,,"AIDS, High"
545,318,Mycobacterial dis NEC,Oth bact inf,,,"Infectious Disease, Medium"
546,319,Mycobacterial dis NOS,Oth bact inf,,,"Infectious Disease, Medium"
547,320,Faucial diphtheria,Ot up rsp in,,,"Gastrointestinal, Super Low"
548,321,Nasopharynx diphtheria,Ot up rsp in,,,"Gastrointestinal, Super Low"
549,322,Ant nasal diphtheria,Ot up rsp in,,,"Gastrointestinal, Super Low"
550,323,Laryngeal diphtheria,Ot up rsp in,,,"Gastrointestinal, Super Low"
551,3281,Conjunctival diphtheria,Eye infectn,,,"Infectious Disease, Super Low"
552,3282,Diphtheritic myocarditis,Carditis,,,"Infectious Disease, Super Low"
553,3283,Diphtheritic peritonitis,Peritonitis,HCC31 Intestinal Obstruction/Perforation,,"Infectious Disease, Super Low"
554,3284,Diphtheritic cystitis,UTI,,,"Infectious Disease, Super Low"
555,3285,Cutaneous diphtheria,Skin infectn,,,"Infectious Disease, Super Low"
556,3289,Diphtheria NEC,Oth bact inf,,,"Infectious Disease, Super Low"
557,329,Diphtheria NOS,Oth bact inf,,,"Gastrointestinal, Super Low"
558,330,Bordetella pertussis,Oth bact inf,,,"Infectious Disease, Super Low"
559,331,Bordetella parapertussis,Oth bact inf,,,"Infectious Disease, Super Low"
560,338,Whooping cough NEC,Oth bact inf,,,"Infectious Disease, Super Low"
561,339,Whooping cough NOS,Oth bact inf,,,"Infectious Disease, Super Low"
562,340,Strep sore throat,Ot up rsp in,,,"Infectious Disease, Super Low"
563,341,Scarlet fever,Oth bact inf,,,"Infectious Disease, Super Low"
564,35,Erysipelas,Skin infectn,,,"Infectious Disease, Super Low"
565,360,Meningococcal meningitis,Meningitis,,,"Infectious Disease, Super Low"
566,361,Meningococc encephalitis,Encephalitis,,,"Infectious Disease, Super Low"
567,362,Meningococcemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Super Low"
568,363,Meningococc adrenal synd,Oth bact inf,,,"Infectious Disease, Super Low"
569,3640,Meningococc carditis NOS,Carditis,,,"Infectious Disease, Super Low"
570,3641,Meningococc pericarditis,Carditis,,,"Infectious Disease, Super Low"
571,3642,Meningococc endocarditis,Carditis,,,"Infectious Disease, Super Low"
572,3643,Meningococc myocarditis,Carditis,,,"Infectious Disease, Super Low"
573,3681,Meningococc optic neurit,Oth bact inf,,,"Infectious Disease, Super Low"
574,3682,Meningococc arthropathy,Infect arth,HCC37 Bone/Joint/Muscle Infections/Necrosis,,"Infectious Disease, Super Low"
575,3689,Meningococcal infect NEC,Oth bact inf,,,"Infectious Disease, Super Low"
576,369,Meningococcal infect NOS,Oth bact inf,,,"Infectious Disease, Super Low"
577,37,Tetanus,Oth bact inf,,,"Infectious Disease, Super Low"
578,380,Streptococcal septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
579,3810,Staphylcocc septicem NOS,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
580,3811,Meth susc Staph aur sept,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
581,3812,MRSA septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
582,3819,Staphylcocc septicem NEC,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
583,382,Pneumococcal septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
584,383,Anaerobic septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
585,3840,Gram-neg septicemia NOS,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
586,3841,H. influenae septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
587,3842,E coli septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
588,3843,Pseudomonas septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, High"
589,3844,Serratia septicemia,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
590,3849,Gram-neg septicemia NEC,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
591,388,Septicemia NEC,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
592,389,Septicemia NOS,Septicemia,HCC2 Septicemia/Shock,,"Infectious Disease, Medium"
593,390,Cutaneous actinomycosis,Skin infectn,,,"Infectious Disease, High"
594,391,Pulmonary actinomycosis,Pneumonia,"HCC112 Pneumococcal Pneumonia, Empyema, Lung Abscess",,"Infectious Disease, High"
595,392,Abdominal actinomycosis,Oth bact inf,,,"Infectious Disease, High"
596,393,Cervicofac actinomycosis,Oth bact inf,,,"Infectious Disease, High"
597,394,Madura foot,Oth bact inf,,,"Infectious Disease, High"
598,398,Actinomycosis NEC,Oth bact inf,,,"Infectious Disease, High"
599,399,Actinomycosis NOS,Oth bact inf,,,"Infectious Disease, High"
600,400,Gas gangrene,Oth bact inf,HCC104 Vascular Disease with Complications,,"Infectious Disease, High"
601,401,Rhinoscleroma,Oth bact inf,,,"Infectious Disease, High"
602,402,Whipple's disease,Oth bact inf,HCC32 Pancreatic Disease,,"Infectious Disease, High"
603,403,Necrobacillosis,Oth bact inf,,,"Infectious Disease, High"
604,4041,Infant botulism,Ot perint dx,,,"Infectious Disease, Low"
605,4042,Wound botulism,Oth bact inf,,,"Infectious Disease, Low"
606,4081,Tropical pyomyositis,Oth bact inf,,,"Infectious Disease, High"
607,4082,Toxic shock syndrome,Oth bact inf,HCC2 Septicemia/Shock,,"Infectious Disease, Low"
608,4089,Bacterial diseases NEC,Oth bact inf,,,"Infectious Disease, High"
609,4100,Streptococcus unspecf,Oth bact inf,,,"Cardiovascular, Low"
610,4101,Streptococcus group a,Oth bact inf,,,"Cardiovascular, Low"
611,4102,Streptococcus group b,Oth bact inf,,,"Cardiovascular, Low"
612,4103,Streptococcus group c,Oth bact inf,,,"Cardiovascular, Low"
